,precio,enganche_porcentaje,tasa_interes_anual,plazo_meses,fecha_solicitud,edad,estado_civil,vivienda_no_propia,ingresos_mensuales,gastos_mensuales,dependientes_economicos,escolaridad_licenciatura,credito_max_otorgado,creditos_activos,atraso_max_otras_instituciones,score_crediticio
1459,60000,0.4,120,24,03/07/2022,27,casado,0,28659.35181,18210.48885,3,0,,,,
4979,22000,0.3,120,6,24/04/2023,59,divorciado,1,22158.92232,11652.59684,4,0,97767.34167,0.0,113.0,466.0
5419,34000,0.3,60,12,15/02/2023,29,casado,0,5000.0,1734.201107,4,0,62405.06392,1.0,85.0,730.0
3210,15000,0.4,60,12,06/10/2022,34,divorciado,0,5000.0,5000.0,1,0,70091.96886,1.0,107.0,710.0
2917,34000,0.3,80,18,08/09/2022,27,divorciado,0,20169.36856,14556.59649,1,0,,,,
2450,50000,0.1,80,12,13/06/2023,58,soltero,0,5000.0,4285.032538,0,0,76889.27114,4.0,48.0,506.0
856,22000,0.2,120,12,12/09/2022,61,casado,0,18352.87602,14450.81503,4,1,,,,
1599,50000,0.4,80,24,22/02/2023,23,viudo,0,34561.41491,18330.76335,0,0,87377.09558,1.0,0.0,600.0
1960,50000,0.3,60,6,22/04/2023,49,casado,1,5000.0,4257.446817,4,0,99761.82022,2.0,56.0,495.0
4337,34000,0.3,60,18,23/09/2022,48,divorciado,1,34952.38747,12397.78073,1,0,74173.058,3.0,38.0,590.0
2806,15000,0.2,80,24,23/04/2023,31,casado,0,52158.49969,21406.82469,0,1,37948.41371,0.0,30.0,607.0
4255,34000,0.3,60,24,19/06/2023,32,casado,0,22788.74754,6853.940875,2,0,,,,
2378,34000,0.4,80,18,13/11/2022,28,casado,0,32924.32277,10514.84238,2,0,,,,
5064,60000,0.3,80,6,19/08/2022,39,casado,0,30145.15443,17112.58859,2,0,8034.149343,0.0,12.0,519.0
2055,34000,0.1,80,12,21/04/2023,26,casado,1,41171.33208,24407.39028,0,0,72706.09161,1.0,23.0,554.0
4415,22000,0.1,60,6,14/02/2023,34,union libre,1,17980.80257,13202.39297,2,0,58347.93513,4.0,0.0,529.0
1221,45000,0.2,80,18,31/10/2022,59,divorciado,0,17801.01036,10478.34159,1,0,,,,
4239,22000,0.4,60,6,29/01/2023,57,soltero,1,29329.73236,23087.92208,2,0,53538.21234,2.0,18.0,452.0
4601,50000,0.4,80,24,29/09/2022,50,casado,0,40322.86331,19729.70951,0,0,,,,
1590,50000,0.3,60,18,26/10/2022,35,casado,0,43733.6511,30527.93294,0,0,22654.18504,0.0,3.0,630.0
1695,45000,0.4,80,6,02/06/2023,72,divorciado,1,7988.848268,5286.088023,2,1,51371.77676,3.0,65.0,325.0
2692,60000,0.3,120,18,19/04/2023,29,divorciado,0,25908.80184,17441.5749,1,0,90763.28852,2.0,42.0,534.0
3314,15000,0.3,80,6,15/03/2023,41,divorciado,1,5000.0,5000.0,1,0,84229.72412,0.0,45.0,540.0
595,15000,0.4,60,18,04/05/2023,42,divorciado,0,49373.01808,37941.15741,0,1,61056.75651,1.0,59.0,616.0
4698,60000,0.1,120,24,07/01/2023,61,divorciado,1,18019.96754,9836.965665,2,0,,,,
1744,22000,0.4,60,12,15/05/2023,52,casado,1,38322.52702,25858.66935,1,0,7355.624193,2.0,24.0,670.0
534,60000,0.1,60,6,26/12/2022,53,casado,0,23498.62913,10127.43014,0,1,12471.48094,2.0,1.0,506.0
3251,60000,0.2,120,24,05/12/2022,70,casado,0,5000.0,4905.536801,2,1,20377.12219,2.0,104.0,453.0
5162,15000,0.1,80,6,06/02/2023,38,soltero,1,9599.333485,5167.855963,2,1,88600.81675,1.0,19.0,546.0
3254,15000,0.3,60,24,11/09/2022,42,casado,0,43790.74335,31078.54161,1,0,29368.72061,0.0,41.0,637.0
1181,15000,0.4,120,12,26/07/2022,44,casado,0,9058.51545,6037.626086,2,1,,,,
4365,34000,0.1,60,24,21/09/2022,25,soltero,1,38596.79852,18587.50374,0,0,,,,
4565,15000,0.3,120,24,07/04/2023,31,union libre,0,26330.96126,14551.68559,1,0,,,,
1419,22000,0.1,120,12,20/02/2023,29,divorciado,0,48712.84237,34053.60249,3,0,,,,
5201,15000,0.4,60,6,25/04/2023,31,divorciado,1,7081.09599,5254.312103,0,1,,,,
2856,60000,0.2,60,18,24/02/2023,54,union libre,1,14648.50218,13110.46367,0,0,,,,
2245,15000,0.1,60,12,27/06/2023,52,casado,0,40406.48802,17659.4424,4,1,85424.18009,2.0,11.0,512.0
5131,34000,0.1,120,12,14/07/2022,27,divorciado,0,14568.4387,6120.422524,3,0,,,,
3233,45000,0.1,60,6,19/12/2022,47,soltero,1,46870.94079,28333.72793,1,0,66897.4941,4.0,17.0,392.0
1894,34000,0.2,80,18,24/02/2023,44,union libre,1,13982.84051,8469.734249,1,0,,,,
752,22000,0.3,80,18,12/01/2023,18,casado,0,5000.0,2927.656572,1,0,44110.79588,2.0,9.0,614.0
3344,45000,0.4,120,6,12/03/2023,39,union libre,1,13836.09907,8546.354377,1,0,13348.56248,1.0,19.0,700.0
920,34000,0.1,60,12,01/12/2022,38,casado,0,31240.37446,10663.3988,1,0,,,,
3338,22000,0.1,120,24,31/12/2022,51,union libre,0,49168.05786,24906.69709,1,0,,,,
5494,50000,0.4,80,12,27/10/2022,32,casado,0,9850.228454,6811.965678,3,0,,,,
1197,15000,0.4,60,12,25/02/2023,44,divorciado,0,31409.21519,17351.31028,0,0,,,,
2504,60000,0.4,60,6,09/10/2022,43,soltero,1,5000.0,5000.0,1,0,103356.2467,0.0,53.0,375.0
3628,34000,0.4,120,24,28/05/2023,47,casado,0,15439.88997,7477.716474,1,1,85325.74101,1.0,84.0,574.0
668,45000,0.2,120,18,01/07/2022,32,divorciado,0,11372.33007,7972.78644,1,1,40125.9921,0.0,56.0,520.0
1373,45000,0.1,120,6,22/12/2022,52,casado,0,14949.28837,10989.80784,2,1,,,,
3518,45000,0.2,120,18,16/02/2023,48,soltero,1,5000.0,5000.0,3,1,,,,
1194,34000,0.3,120,12,31/07/2022,53,soltero,0,7318.45945,7318.45945,0,0,90756.34209,3.0,28.0,502.0
2370,50000,0.2,60,12,27/03/2023,41,casado,0,27035.94972,10188.83409,3,0,,,,
2787,22000,0.3,60,18,03/05/2023,53,casado,1,13570.13192,11071.99752,0,1,79724.67845,4.0,64.0,511.0
2572,60000,0.1,80,12,25/08/2022,45,casado,0,22147.70487,14393.18339,0,0,46085.82528,1.0,10.0,488.0
4099,45000,0.1,60,12,17/08/2022,38,casado,0,34951.9361,21708.81138,4,1,86417.3081,2.0,57.0,647.0
1159,15000,0.4,60,18,27/04/2023,53,soltero,0,36181.89407,17062.7405,4,1,49797.18828,1.0,71.0,415.0
3382,34000,0.4,120,6,29/06/2023,40,casado,0,9614.143615,5591.058547,1,1,40343.78157,1.0,64.0,579.0
3046,50000,0.2,60,6,08/07/2022,37,casado,0,13608.65261,6461.699165,4,0,,,,
762,15000,0.3,60,12,19/02/2023,52,divorciado,1,35843.91627,17588.47126,4,1,57273.0476,3.0,52.0,556.0
2548,15000,0.4,80,6,01/12/2022,30,soltero,0,33561.24607,19901.51711,2,1,,,,
4393,22000,0.2,120,6,13/04/2023,51,divorciado,0,20792.41081,9396.998418,2,1,,,,
689,60000,0.3,60,6,23/01/2023,30,soltero,0,11229.95356,7612.181832,3,0,,,,
4684,60000,0.4,80,12,27/03/2023,60,union libre,1,39545.04939,22727.16462,2,0,7634.838917,4.0,23.0,502.0
2463,50000,0.3,60,24,03/04/2023,43,casado,0,6327.893308,4716.840437,1,0,,,,
4236,15000,0.1,80,12,28/10/2022,51,soltero,1,44169.57295,19749.82771,2,1,77289.86332,0.0,30.0,511.0
4714,45000,0.2,60,18,02/06/2023,30,casado,1,22105.58487,6659.774998,3,0,93284.83361,3.0,1.0,472.0
5204,45000,0.3,120,24,11/03/2023,43,soltero,0,29954.9872,15970.72937,1,0,,,,
618,60000,0.1,60,12,18/03/2023,47,soltero,0,36477.84301,18418.86997,2,0,,,,
611,60000,0.1,60,18,15/12/2022,33,divorciado,0,56156.04855,25623.53979,0,0,,,,
1926,60000,0.2,120,6,04/10/2022,38,divorciado,0,52871.37459,39768.51208,1,0,,,,
1152,22000,0.3,60,12,09/03/2023,22,divorciado,0,30557.50898,16106.90673,0,1,78196.88025,1.0,14.0,736.0
1646,15000,0.1,80,18,22/02/2023,64,divorciado,0,5000.0,5000.0,1,0,,,,
2696,15000,0.3,120,6,25/06/2023,42,casado,0,33210.37539,21183.51598,1,1,69014.05152,3.0,28.0,574.0
69,22000,0.3,80,24,16/03/2023,39,divorciado,1,22534.563,13470.82605,3,0,21072.08839,3.0,11.0,456.0
3652,45000,0.4,80,18,14/09/2022,41,soltero,0,44133.08858,30213.06486,2,0,,,,
2324,15000,0.2,120,18,12/09/2022,36,soltero,1,40831.46025,20498.92314,1,0,59205.91089,1.0,7.0,750.0
2592,34000,0.2,80,24,01/08/2022,45,soltero,0,32379.27007,15714.45838,2,0,,,,
4603,22000,0.4,120,12,24/06/2023,37,divorciado,0,32623.05528,15416.40894,0,1,84835.95752,1.0,15.0,678.0
3014,45000,0.2,60,12,13/08/2022,57,casado,0,51480.92374,38747.4042,4,1,90251.22075,1.0,72.0,548.0
4236,15000,0.1,80,12,28/10/2022,51,soltero,1,44169.57295,19749.82771,2,1,77289.86332,0.0,30.0,511.0
5678,34000,0.2,60,18,07/04/2023,40,soltero,1,36948.77917,26758.92052,1,0,90436.66537,1.0,120.0,579.0
5107,50000,0.3,60,24,15/07/2022,34,soltero,0,28176.91531,22124.72441,1,1,,,,
3572,34000,0.4,120,24,25/12/2022,49,soltero,0,41738.13443,21084.34739,2,0,,,,
887,50000,0.2,80,18,12/05/2023,45,soltero,1,31095.60559,20830.38455,4,0,32089.2037,1.0,15.0,604.0
4513,15000,0.3,120,18,24/07/2022,30,soltero,0,24801.82819,17886.98606,0,0,93466.41003,1.0,22.0,576.0
2482,15000,0.1,120,12,09/05/2023,40,union libre,0,9956.301402,6117.02885,0,0,,,,
120,60000,0.2,80,6,08/12/2022,46,union libre,0,17632.28148,12777.24112,4,0,68038.02479,3.0,48.0,442.0
2886,22000,0.4,60,18,15/12/2022,24,soltero,1,18614.97481,10819.00295,0,0,62514.41431,1.0,1.0,481.0
3343,45000,0.2,80,12,22/04/2023,48,divorciado,1,5000.0,5000.0,3,1,52412.50702,3.0,48.0,667.0
2350,15000,0.2,80,18,31/10/2022,30,casado,0,5000.0,3342.806312,0,0,79356.6388,1.0,48.0,538.0
3680,22000,0.4,80,12,19/05/2023,27,soltero,0,36289.19579,19636.87341,1,1,,,,
5631,15000,0.3,120,12,04/11/2022,25,casado,0,25562.50795,18122.84782,4,0,9617.359581,2.0,113.0,716.0
5608,15000,0.2,120,6,21/05/2023,34,casado,0,18234.80177,11506.59987,0,0,61385.7989,0.0,82.0,551.0
2003,34000,0.3,80,12,04/01/2023,55,casado,0,5000.0,5000.0,2,0,22739.72284,1.0,29.0,501.0
2881,45000,0.1,80,6,08/01/2023,35,union libre,0,27392.14622,21248.84007,0,0,33277.9228,3.0,122.0,682.0
2244,60000,0.2,60,24,14/07/2022,43,casado,0,50481.39858,38814.57341,4,0,,,,
2276,50000,0.3,120,6,11/02/2023,56,divorciado,1,24947.43508,18346.22036,3,0,19263.51918,0.0,1.0,717.0
2226,50000,0.3,60,12,10/04/2023,72,soltero,0,7661.918144,4466.868644,0,1,33273.30536,0.0,6.0,665.0
2778,15000,0.1,60,6,09/08/2022,60,soltero,0,28781.5825,20975.44311,1,0,41108.3313,2.0,72.0,598.0
865,60000,0.2,80,18,18/12/2022,36,soltero,1,43996.34147,33705.89833,0,1,98892.96108,0.0,26.0,488.0
2771,45000,0.2,80,24,05/03/2023,46,divorciado,0,22315.86942,10905.65286,2,1,,,,
4510,45000,0.4,80,6,28/02/2023,45,union libre,1,28065.24611,17015.17187,3,1,63705.05149,0.0,41.0,675.0
2613,50000,0.2,80,24,13/09/2022,27,soltero,0,23096.19045,9678.113037,1,0,51798.02245,1.0,69.0,750.0
5081,34000,0.2,60,24,08/10/2022,62,divorciado,1,8030.18827,5951.490397,2,0,,,,
3747,22000,0.3,80,12,21/08/2022,23,divorciado,1,23429.63526,10449.78489,2,0,10126.50541,0.0,7.0,465.0
2310,60000,0.1,120,12,30/09/2022,45,soltero,0,17896.26208,11959.1269,2,0,,,,
5911,60000,0.3,120,24,10/03/2023,37,divorciado,0,31927.68955,17539.76982,1,0,57382.90577,2.0,4.0,628.0
5988,34000,0.1,60,24,29/04/2023,37,soltero,0,11609.29303,5202.25031,0,1,38970.82071,0.0,19.0,544.0
4044,22000,0.3,60,6,06/09/2022,35,soltero,1,5000.0,1809.880816,1,1,41862.28056,3.0,22.0,735.0
5906,60000,0.3,120,12,23/08/2022,34,soltero,1,6906.166925,3061.865437,3,0,35284.04207,1.0,74.0,627.0
2832,22000,0.2,80,18,07/11/2022,53,casado,1,19284.40499,9454.771206,0,1,100934.9417,3.0,21.0,576.0
3025,60000,0.3,120,6,07/09/2022,67,divorciado,0,5000.0,2838.162177,1,1,80355.99243,3.0,59.0,685.0
4463,60000,0.1,80,12,28/05/2023,33,divorciado,1,17147.67911,10255.97605,2,0,17712.07642,1.0,129.0,387.0
505,34000,0.2,60,12,08/07/2022,62,soltero,0,5000.0,5000.0,2,1,79683.35069,2.0,93.0,447.0
1588,50000,0.4,60,24,28/04/2023,54,soltero,1,24192.95915,9106.888541,2,1,75953.81003,2.0,16.0,631.0
4480,22000,0.4,80,12,16/12/2022,60,divorciado,0,10924.8549,6115.401378,0,0,104958.0936,3.0,51.0,618.0
2002,60000,0.1,120,6,09/04/2023,47,casado,0,14461.27682,5159.976952,3,0,73159.26698,1.0,44.0,635.0
951,50000,0.3,60,18,06/07/2022,40,casado,1,39668.24589,30158.63465,1,0,37497.22711,2.0,23.0,684.0
4400,34000,0.1,80,6,25/02/2023,56,divorciado,1,18205.25804,16023.37457,3,0,,,,
519,22000,0.3,80,18,09/12/2022,39,casado,1,42808.49551,21849.53361,0,1,32713.26662,2.0,102.0,478.0
3471,50000,0.1,60,18,08/05/2023,30,divorciado,0,25253.6611,9667.989818,1,0,72167.06943,0.0,41.0,699.0
2803,50000,0.2,120,12,08/09/2022,27,casado,0,30142.27917,21429.37431,0,0,,,,
3699,22000,0.3,60,6,15/07/2022,45,divorciado,1,34446.48532,29930.20644,1,0,,,,
1018,34000,0.2,120,6,21/05/2023,39,divorciado,0,15856.80662,6928.770677,2,0,,,,
3682,50000,0.3,80,6,17/02/2023,33,soltero,0,60226.25049,41272.73352,0,0,8165.762814,2.0,21.0,589.0
5191,15000,0.2,120,24,01/07/2023,52,soltero,0,44752.9887,30042.51893,0,0,13854.36372,2.0,8.0,537.0
3787,45000,0.1,80,18,16/10/2022,53,divorciado,0,28661.91408,21234.77928,3,0,46037.72555,1.0,33.0,573.0
4220,15000,0.1,60,6,31/01/2023,28,soltero,1,44422.2988,19043.28707,0,0,,,,
1078,15000,0.4,60,6,09/06/2023,67,soltero,1,32244.88912,16225.51404,2,1,109299.0638,3.0,100.0,552.0
5398,22000,0.2,80,24,21/02/2023,43,divorciado,0,36136.7228,17085.19119,3,0,,,,
3840,45000,0.2,80,18,31/10/2022,44,divorciado,0,34059.37911,23397.45559,1,0,,,,
5057,15000,0.1,80,12,25/09/2022,43,divorciado,0,30002.28069,15948.40345,0,0,89934.84121,3.0,38.0,545.0
3691,45000,0.4,80,18,26/05/2023,29,divorciado,0,27972.97209,16451.36137,1,0,,,,
4749,22000,0.2,80,6,05/09/2022,34,casado,0,17613.23661,6487.596805,3,0,37165.71485,2.0,30.0,563.0
4234,60000,0.1,80,6,30/04/2023,48,divorciado,1,26167.45157,20104.68169,1,1,,,,
1287,45000,0.2,60,18,14/07/2022,51,casado,0,20649.64956,10288.95015,1,0,43112.16355,1.0,26.0,403.0
2429,34000,0.2,120,6,17/09/2022,39,union libre,0,42231.06373,22299.5036,1,0,59027.13302,2.0,63.0,602.0
2364,50000,0.3,120,12,24/09/2022,72,divorciado,0,57212.09671,27285.98795,3,0,,,,
822,60000,0.1,120,6,21/08/2022,39,soltero,0,9926.977798,5912.545847,1,0,40607.69421,3.0,108.0,473.0
5530,50000,0.1,80,12,26/06/2023,47,soltero,0,5041.633737,2065.699565,4,0,86598.10028,2.0,31.0,554.0
2570,50000,0.1,120,6,06/02/2023,34,casado,0,39288.96797,24329.97435,1,0,66856.56781,4.0,81.0,613.0
3803,15000,0.1,60,12,15/04/2023,48,casado,0,15936.9954,9755.904282,2,0,,,,
1391,34000,0.2,60,6,06/02/2023,52,divorciado,0,5000.0,5000.0,0,1,34089.52908,0.0,39.0,383.0
438,45000,0.1,80,6,14/03/2023,43,union libre,0,17803.841,5704.821917,1,1,,,,
4193,50000,0.3,120,12,09/01/2023,47,casado,0,13783.97702,9151.548554,3,0,46292.9748,4.0,30.0,540.0
3725,45000,0.3,60,18,06/04/2023,40,casado,0,20183.18246,15780.52172,4,0,,,,
3003,50000,0.4,60,6,15/02/2023,19,casado,0,21070.85365,11202.5141,0,0,56318.71339,1.0,57.0,465.0
5786,60000,0.4,80,6,21/08/2022,31,divorciado,0,11267.60838,8301.168838,1,1,56609.74529,3.0,103.0,432.0
1553,50000,0.4,120,12,18/09/2022,32,union libre,1,43899.06608,31215.12139,2,0,88644.54175,0.0,59.0,740.0
5003,45000,0.1,80,24,25/10/2022,38,casado,0,38169.0741,22086.92118,0,0,88797.31956,0.0,9.0,502.0
2018,22000,0.3,120,6,28/12/2022,59,soltero,1,23735.27692,18314.76543,2,1,44974.72118,2.0,38.0,506.0
2159,50000,0.3,120,12,28/03/2023,72,divorciado,0,5000.0,3075.413634,1,0,21338.07662,2.0,61.0,750.0
1737,50000,0.1,60,24,11/05/2023,42,casado,1,15326.28905,12829.94795,0,0,28113.83782,2.0,10.0,628.0
1946,22000,0.2,80,12,05/12/2022,32,casado,1,46160.93792,22658.65776,0,0,,,,
2685,22000,0.4,120,24,04/07/2022,41,divorciado,0,28858.08735,20868.47796,2,0,,,,
3256,15000,0.4,80,6,31/07/2022,43,union libre,0,15858.53758,9551.601486,1,0,28766.6989,0.0,41.0,566.0
5710,15000,0.3,80,24,17/02/2023,43,divorciado,1,12299.49779,11460.37242,0,1,52346.10872,1.0,45.0,537.0
5304,50000,0.4,120,12,20/01/2023,36,soltero,0,42662.95391,28992.16656,0,0,28392.84936,0.0,7.0,523.0
52,50000,0.1,120,24,10/07/2022,72,casado,0,33751.56541,21054.62117,1,0,19843.73867,3.0,56.0,550.0
1826,45000,0.2,80,24,15/12/2022,60,casado,1,5000.0,5000.0,2,1,31031.00993,1.0,61.0,523.0
1776,15000,0.3,80,12,10/12/2022,25,union libre,0,33808.19096,12116.25742,1,0,93241.37329,1.0,19.0,730.0
951,50000,0.3,60,18,06/07/2022,40,casado,1,39668.24589,30158.63465,1,0,37497.22711,2.0,23.0,684.0
262,22000,0.1,60,24,23/04/2023,43,casado,1,5000.0,5000.0,0,1,66601.92364,2.0,90.0,355.0
3144,22000,0.1,120,24,09/08/2022,41,casado,0,20559.61174,19522.55282,4,0,,,,
4954,34000,0.3,120,18,01/12/2022,18,casado,0,15018.43819,11525.81744,2,0,,,,
3983,15000,0.4,80,18,25/03/2023,51,casado,1,25510.78537,10544.9905,3,1,,,,
3520,60000,0.1,120,24,02/08/2022,24,union libre,0,7012.404555,7006.825585,1,0,,,,
5629,22000,0.3,120,12,15/12/2022,41,casado,1,5000.0,4190.16828,1,0,39828.53063,1.0,42.0,524.0
1079,45000,0.2,60,6,08/09/2022,57,divorciado,1,19942.44787,9800.253778,0,0,,,,
2233,34000,0.3,60,6,23/03/2023,46,union libre,0,14517.62474,11458.60754,3,0,93394.60478,4.0,18.0,494.0
1037,60000,0.3,120,12,22/11/2022,20,casado,0,36741.9967,23892.39075,1,0,64185.82159,3.0,152.0,589.0
4767,22000,0.3,80,24,11/10/2022,64,casado,1,41899.64621,23956.53223,0,0,,,,
1011,45000,0.2,60,12,12/06/2023,22,casado,0,30845.51947,16520.48565,1,0,98191.17122,1.0,27.0,389.0
311,15000,0.2,60,6,10/06/2023,35,soltero,0,21846.11774,19871.94534,0,1,59232.99219,1.0,25.0,547.0
5570,34000,0.4,120,6,25/04/2023,62,soltero,1,25642.09748,8209.77373,1,0,27539.83111,0.0,162.0,690.0
5719,22000,0.1,120,24,14/03/2023,35,casado,0,20667.50632,15281.95993,2,0,86283.95084,0.0,43.0,580.0
2094,34000,0.4,60,12,09/02/2023,30,casado,0,8771.035261,8771.035261,0,1,95813.3511,1.0,110.0,319.0
5181,15000,0.4,60,6,19/06/2023,49,casado,0,35264.0683,15131.64171,0,0,92800.50271,1.0,58.0,516.0
2811,22000,0.4,80,18,06/06/2023,56,casado,0,28418.89666,20762.23637,1,0,,,,
5589,15000,0.2,60,24,31/10/2022,47,soltero,0,43122.23935,34202.06511,0,0,,,,
1679,60000,0.2,80,24,08/05/2023,38,divorciado,0,31506.43411,23905.47534,2,1,67799.26291,0.0,8.0,514.0
1943,60000,0.3,60,12,05/02/2023,49,soltero,0,26019.68545,12524.16069,1,1,,,,
4404,50000,0.2,60,18,04/08/2022,37,soltero,1,24492.00601,14128.37812,2,0,,,,
5750,60000,0.3,80,18,20/11/2022,28,casado,0,28584.78904,18774.48624,0,0,,,,
4113,60000,0.4,60,18,26/12/2022,43,divorciado,0,5000.0,4598.603054,0,0,,,,
1542,15000,0.1,80,6,29/06/2023,35,casado,0,29084.09948,11915.94905,1,0,8057.498529,2.0,6.0,532.0
3136,22000,0.2,60,6,20/06/2023,26,casado,0,40024.86115,14741.64977,0,0,72094.77932,1.0,109.0,665.0
4152,60000,0.2,120,6,01/12/2022,60,casado,0,15966.39037,8066.070852,1,1,90249.33581,1.0,3.0,689.0
1498,60000,0.4,120,12,24/04/2023,43,casado,0,65649.24986,20179.47557,1,0,52593.19579,1.0,109.0,540.0
989,34000,0.2,60,12,08/02/2023,60,casado,0,38981.69447,25275.27177,0,0,87401.75874,1.0,28.0,489.0
4983,45000,0.3,120,6,15/12/2022,39,casado,0,35130.77762,25265.87488,3,0,50313.1697,2.0,124.0,607.0
2064,15000,0.1,120,24,16/05/2023,67,divorciado,0,19927.11866,14536.21209,3,1,76078.14398,2.0,41.0,567.0
155,50000,0.4,60,18,18/05/2023,69,soltero,0,12148.154,7608.293437,1,1,32483.73192,0.0,69.0,636.0
4129,60000,0.3,120,24,31/03/2023,51,casado,0,13651.6597,7685.42675,2,1,,,,
2150,60000,0.4,60,24,23/10/2022,31,divorciado,1,39719.84117,28545.14969,0,0,11096.00528,1.0,25.0,553.0
2337,15000,0.4,120,6,12/04/2023,18,union libre,1,53521.96041,29163.14398,1,1,52211.18664,4.0,11.0,635.0
2512,45000,0.1,120,18,20/06/2023,48,union libre,0,5000.0,3907.72362,1,1,80881.72132,0.0,31.0,650.0
2020,45000,0.1,80,12,22/04/2023,36,casado,0,5000.0,2117.466438,2,0,,,,
4587,50000,0.4,120,18,13/05/2023,37,divorciado,0,14010.54249,9952.956111,1,1,,,,
5550,60000,0.1,80,24,03/07/2022,62,casado,1,5000.0,4633.19798,3,1,,,,
131,22000,0.1,60,18,27/08/2022,30,soltero,0,12308.60371,10565.60384,0,1,,,,
5877,45000,0.2,60,6,12/03/2023,31,union libre,0,5577.696586,2284.910979,2,0,,,,
2535,15000,0.3,60,24,07/10/2022,40,casado,0,44397.27746,16483.77521,1,0,,,,
5612,15000,0.1,60,6,26/02/2023,47,casado,0,25709.43658,13381.08057,0,0,49952.87502,0.0,14.0,541.0
1740,60000,0.1,120,24,08/04/2023,41,union libre,0,5000.0,3112.154369,2,0,65678.70543,0.0,14.0,630.0
4031,15000,0.4,120,24,02/05/2023,58,divorciado,1,25928.989,22364.11029,2,1,79867.40841,3.0,58.0,585.0
1559,22000,0.3,60,6,03/04/2023,57,casado,0,33698.80736,26303.85176,4,1,76737.08805,1.0,1.0,527.0
2170,15000,0.3,120,12,28/07/2022,45,casado,0,32521.30171,10078.19136,1,0,,,,
1607,50000,0.1,60,24,22/07/2022,39,casado,0,30012.50838,20284.63101,1,0,39090.94482,1.0,13.0,750.0
3135,22000,0.3,120,24,10/07/2022,49,soltero,1,19592.85631,7219.511966,1,0,,,,
5033,15000,0.1,80,12,15/01/2023,36,union libre,0,28472.42964,14550.0711,3,0,53544.73442,1.0,47.0,701.0
4113,60000,0.4,60,18,26/12/2022,43,divorciado,0,5000.0,4598.603054,0,0,,,,
4823,22000,0.2,80,12,08/02/2023,64,union libre,0,39408.01003,14804.41476,0,0,53397.16085,0.0,54.0,634.0
1893,22000,0.4,80,24,07/11/2022,25,divorciado,0,5000.0,4672.938045,0,1,17759.76977,2.0,56.0,468.0
4394,60000,0.1,60,24,08/11/2022,46,union libre,0,44779.84369,19098.7199,4,0,18375.55912,0.0,1.0,724.0
3066,15000,0.4,80,18,19/06/2023,49,divorciado,0,41687.48922,24634.80062,2,1,97471.70403,2.0,47.0,462.0
4358,60000,0.2,80,12,04/08/2022,48,casado,0,21142.33834,10537.71196,0,0,10958.62942,1.0,92.0,699.0
2373,50000,0.3,80,6,12/07/2022,35,casado,0,22129.84801,17045.84394,2,0,,,,
2322,60000,0.1,80,18,22/09/2022,41,union libre,1,26957.37928,13901.19262,4,0,53756.62325,0.0,7.0,750.0
3147,45000,0.3,60,24,11/08/2022,44,union libre,0,12655.93897,5147.901533,4,0,49615.91299,1.0,33.0,555.0
2720,34000,0.1,120,18,13/01/2023,27,divorciado,0,5000.0,3143.953585,2,0,34640.94311,1.0,10.0,553.0
530,15000,0.1,80,12,24/11/2022,43,soltero,0,22977.89572,13813.57081,1,0,70031.28204,1.0,1.0,739.0
3516,34000,0.4,60,24,12/12/2022,78,casado,1,20850.7501,19272.7065,1,1,,,,
1945,60000,0.4,120,18,10/04/2023,29,divorciado,0,28615.66442,11801.74897,1,1,46225.60587,1.0,52.0,502.0
1673,60000,0.4,120,12,24/01/2023,56,divorciado,0,39168.13346,14349.24205,2,0,8932.963942,1.0,1.0,522.0
3806,45000,0.2,120,24,28/04/2023,43,divorciado,0,51652.90533,31538.11448,0,0,86019.43525,2.0,91.0,655.0
1844,15000,0.4,60,12,12/02/2023,32,divorciado,1,29611.70494,23068.34385,0,0,,,,
274,50000,0.4,120,24,09/04/2023,52,union libre,0,20970.91593,14403.83981,1,0,52215.19197,2.0,83.0,470.0
5766,45000,0.3,80,12,28/10/2022,68,divorciado,1,32297.39561,28287.73663,1,1,,,,
3287,22000,0.1,60,24,26/08/2022,51,casado,1,24609.58095,17750.39922,0,1,61730.19184,1.0,44.0,557.0
4575,34000,0.1,60,18,23/04/2023,44,casado,0,25742.71749,17720.15118,1,0,55517.71121,2.0,4.0,387.0
846,34000,0.3,80,12,14/05/2023,36,soltero,1,10486.63981,9527.305954,1,1,34052.72073,2.0,71.0,520.0
4800,22000,0.3,60,6,20/03/2023,35,divorciado,0,10856.9901,10509.07953,1,0,,,,
4720,34000,0.2,60,18,19/09/2022,32,casado,0,35869.49272,24808.93538,0,0,60488.17236,1.0,15.0,509.0
3930,34000,0.3,80,12,06/12/2022,49,divorciado,0,34296.51826,21537.13687,2,0,66526.03815,2.0,2.0,676.0
3772,34000,0.3,120,24,17/11/2022,23,union libre,0,36397.59033,15990.59254,2,0,51020.91654,0.0,10.0,411.0
340,34000,0.4,80,18,02/07/2022,47,casado,0,25599.55094,20175.77639,0,0,57613.34498,0.0,4.0,564.0
3403,45000,0.3,120,12,18/02/2023,38,casado,1,27209.24778,11905.92586,2,0,44794.18294,2.0,21.0,445.0
5963,22000,0.2,80,18,06/04/2023,27,casado,0,20629.27735,12897.08638,0,0,92829.6462,2.0,15.0,725.0
