precio,enganche_porcentaje,tasa_interes_anual,plazo_meses,fecha_solicitud,edad,estado_civil,vivienda_no_propia,ingresos_mensuales,gastos_mensuales,dependientes_economicos,escolaridad_licenciatura,credito_max_otorgado,creditos_activos,atraso_max_otras_instituciones,score_crediticio
34000,0.1,120,6,05/04/2023,48,divorciado,1,40393.25703,19454.53842,0,0,27379.78688,0,106,638
60000,0.1,80,24,05/07/2022,24,divorciado,0,34745.64027,20966.4028,1,0,36718.85129,2,7,476
50000,0.4,120,24,09/04/2023,52,union libre,0,20970.91593,14403.83981,1,0,52215.19197,2,83,470
50000,0.4,60,24,15/01/2023,45,divorciado,1,16260.3034,5108.69839,1,0,87565.54575,4,9,489
50000,0.2,120,12,01/12/2022,31,soltero,0,25296.10293,10855.98701,0,0,21757.42604,1,19,579
15000,0.3,80,18,23/01/2023,38,casado,0,20480.52112,16235.54521,2,1,63516.67113,0,3,740
15000,0.1,80,12,11/12/2022,59,divorciado,0,31947.55297,13766.44639,0,0,40009.75881,1,28,672
15000,0.4,60,6,04/08/2022,48,casado,0,54093.02015,37248.39029,2,1,80706.89902,1,21,657
50000,0.2,80,6,17/12/2022,40,union libre,0,34198.09547,18969.23246,1,0,,,,
60000,0.3,80,12,27/11/2022,37,soltero,0,52037.90598,18790.21094,0,1,80533.85943,4,27,586
50000,0.1,80,24,15/02/2023,40,casado,0,30007.84167,18655.8771,2,0,86233.63826,1,119,654
22000,0.3,80,24,17/08/2022,40,soltero,1,8452.427105,8452.427105,4,0,104411.3656,1,62,558
60000,0.4,80,24,02/09/2022,18,union libre,0,7274.557024,5408.011292,3,1,99589.28604,1,100,620
50000,0.1,120,18,09/08/2022,69,divorciado,0,32916.85536,25438.19054,0,1,74557.10282,2,47,362
15000,0.1,60,24,02/10/2022,41,divorciado,1,20158.62029,11209.68731,1,0,65565.92142,0,9,750
15000,0.3,60,24,26/11/2022,44,casado,0,17090.54772,7855.952299,2,0,,,,
60000,0.3,80,12,30/10/2022,45,divorciado,1,5000,5000,1,1,30764.02623,2,35,545
45000,0.4,60,6,03/10/2022,31,union libre,0,35308.3641,16704.50606,2,0,,,,
45000,0.3,80,12,17/09/2022,47,soltero,0,15036.19356,13336.15964,4,1,89100.38275,2,51,610
50000,0.2,60,24,03/06/2023,34,divorciado,0,38928.6657,19719.65575,1,0,33873.74255,0,73,611
60000,0.4,80,24,03/01/2023,67,casado,0,46785.20984,22878.66568,2,0,36080.42359,2,40,729
34000,0.2,60,24,27/03/2023,25,casado,0,21987.83775,11345.3201,0,0,,,,
15000,0.2,120,24,02/03/2023,41,divorciado,0,5000,5000,3,0,43745.81582,2,42,660
50000,0.4,80,24,31/10/2022,34,casado,0,31775.70474,9599.412564,2,0,,,,
15000,0.2,80,18,17/04/2023,55,soltero,0,25349.27764,11039.27551,1,0,,,,
22000,0.2,120,18,01/11/2022,53,divorciado,0,23718.87575,16555.4055,3,0,,,,
45000,0.4,60,24,16/09/2022,25,casado,0,30201.91447,20544.75137,2,0,43215.99991,1,25,643
15000,0.1,120,24,22/08/2022,62,divorciado,0,38388.24371,26138.02618,1,1,38301.96763,4,37,387
50000,0.4,60,18,23/09/2022,62,casado,1,29415.12927,18467.92159,4,0,,,,
22000,0.2,60,24,12/04/2023,46,divorciado,0,10849.77902,6863.249473,0,1,,,,
45000,0.1,120,18,28/11/2022,48,casado,0,18795.86865,11896.78123,4,0,,,,
34000,0.4,120,24,03/12/2022,68,divorciado,0,23183.22688,9828.815151,0,0,,,,
15000,0.3,80,18,02/08/2022,66,casado,1,27473.19587,9667.462495,1,0,,,,
22000,0.2,120,6,26/04/2023,31,casado,0,25955.29029,18210.01765,0,0,69830.5951,2,28,714
34000,0.1,60,6,03/10/2022,59,union libre,0,40776.44745,23034.25591,0,1,,,,
15000,0.4,80,18,09/01/2023,44,union libre,1,37542.08442,14576.17908,2,0,50718.29362,0,41,717
22000,0.1,80,24,22/04/2023,45,divorciado,0,23682.91179,10208.1765,0,0,,,,
22000,0.1,120,24,21/11/2022,25,divorciado,0,30025.28923,23662.6453,4,0,102601.8383,2,21,569
50000,0.2,80,24,12/10/2022,37,soltero,0,12433.01734,7790.978644,0,1,,,,
15000,0.2,60,6,10/06/2023,35,soltero,0,21846.11774,19871.94534,0,1,59232.99219,1,25,547
34000,0.4,60,6,26/10/2022,55,divorciado,0,36211.44647,20337.64315,3,0,43519.54273,1,37,589
60000,0.1,120,18,06/01/2023,52,union libre,1,34132.46584,11130.36893,2,0,,,,
22000,0.4,120,18,20/09/2022,18,casado,0,37885.34676,24633.48563,2,0,,,,
45000,0.3,80,6,21/07/2022,39,casado,0,39856.9918,17037.08547,0,0,65820.39828,0,59,619
15000,0.4,80,12,22/06/2023,53,divorciado,0,45715.78341,21117.36733,2,1,32760.28613,1,7,668
15000,0.4,120,18,08/06/2023,44,soltero,0,33799.29684,17727.0754,1,1,36940.47293,0,60,516
45000,0.4,60,24,05/09/2022,59,casado,1,29364.51131,14775.22191,4,0,16237.96434,1,95,528
34000,0.4,60,18,08/05/2023,50,union libre,1,5000,5000,2,1,118081.1594,2,21,349
60000,0.1,80,6,21/02/2023,44,casado,1,31986.58957,18819.52276,3,0,25853.55902,1,61,668
45000,0.3,80,18,17/10/2022,36,casado,0,29310.8044,10392.93333,2,1,84063.25035,2,12,718
22000,0.4,80,24,02/06/2023,25,divorciado,0,32283.75193,19154.00931,1,0,83097.95187,3,58,607
50000,0.1,120,24,10/03/2023,35,soltero,1,29964.00196,21992.2474,2,1,37379.43327,1,52,381
45000,0.1,80,24,21/01/2023,48,casado,1,31934.91242,23708.85727,1,0,44485.34262,0,33,711
15000,0.2,120,6,09/05/2023,40,soltero,0,31328.42916,22864.19944,0,0,84430.56922,2,1,719
15000,0.4,120,24,27/04/2023,38,casado,1,37005.52188,12265.01981,1,0,70531.75342,0,85,631
50000,0.4,80,24,28/12/2022,34,union libre,0,7400.956223,5427.484197,1,1,40138.41887,1,16,662
60000,0.4,80,12,05/07/2022,36,casado,0,53340.41155,17359.22979,2,0,95168.24856,2,3,744
60000,0.4,60,12,12/06/2023,58,union libre,1,14224.71054,6524.583469,1,1,52931.45966,1,86,631
34000,0.2,60,6,14/11/2022,35,casado,0,52155.22997,18555.527,2,0,25146.38546,1,60,681
50000,0.2,60,6,13/08/2022,23,union libre,0,17180.78684,6715.086833,3,0,,,,
22000,0.2,80,18,28/11/2022,59,union libre,1,5000,5000,1,1,,,,
45000,0.4,60,18,30/03/2023,51,soltero,1,13805.56043,11956.79917,0,0,14292.46589,4,53,444
50000,0.1,80,24,28/08/2022,52,union libre,0,17564.18995,13497.22635,0,1,105306.8738,4,49,671
34000,0.3,80,6,09/05/2023,71,casado,0,12172.9409,11269.38477,0,1,51792.00467,4,50,672
60000,0.1,60,6,16/11/2022,39,union libre,0,17932.26097,8893.065777,0,0,,,,
34000,0.3,80,6,11/02/2023,43,union libre,1,35557.55304,10725.71263,0,0,,,,
34000,0.2,60,18,18/10/2022,25,union libre,0,51746.98717,32077.14109,2,0,82346.83705,1,52,621
60000,0.4,80,18,17/07/2022,49,casado,1,46994.19878,37639.48977,0,1,49280.85763,1,104,362
34000,0.4,80,18,02/07/2022,47,casado,0,25599.55094,20175.77639,0,0,57613.34498,0,4,564
45000,0.1,120,6,28/03/2023,21,divorciado,0,13809.5627,6655.46855,4,0,,,,
34000,0.3,60,24,23/02/2023,56,soltero,0,18362.02654,14194.79811,4,0,,,,
15000,0.3,60,24,20/11/2022,41,casado,1,55672.3864,40340.98265,2,0,55735.23938,0,27,453
60000,0.4,80,18,17/02/2023,40,soltero,0,45431.3052,16910.39138,0,0,,,,
15000,0.2,80,18,13/05/2023,52,soltero,0,35785.33762,22034.79579,3,1,84936.84902,1,28,667
15000,0.4,120,18,09/02/2023,44,union libre,0,22994.48008,8888.977303,1,0,85636.17867,0,38,636
50000,0.3,120,6,17/04/2023,70,casado,1,34583.64193,21437.15272,0,1,,,,
22000,0.1,80,6,13/05/2023,28,casado,0,63939.49213,47291.78777,1,0,29406.02481,1,60,513
15000,0.3,120,6,14/09/2022,41,viudo,0,27859.0816,19354.63883,0,1,,,,
15000,0.4,80,24,14/05/2023,41,soltero,0,5000,2925.848643,4,0,83507.93598,0,11,593
60000,0.4,120,18,14/12/2022,27,casado,0,14607.62796,10288.94969,3,0,10762.72887,1,6,603
34000,0.4,60,6,05/03/2023,51,casado,1,30937.68206,11645.36906,0,1,,,,
60000,0.1,120,6,27/06/2023,72,casado,1,18623.75,8542.189788,1,1,98280.95754,1,61,396
50000,0.2,80,24,18/12/2022,44,divorciado,1,34854.43498,16432.26264,1,1,36477.77035,1,20,561
22000,0.2,80,6,20/10/2022,46,soltero,0,21126.18481,14534.95834,3,0,,,,
34000,0.3,80,24,16/12/2022,55,casado,0,16973.43125,16680.40024,1,1,,,,
45000,0.2,80,12,26/10/2022,31,casado,0,20288.15428,11795.90133,0,1,,,,
22000,0.1,60,24,14/07/2022,18,soltero,1,41684.7849,32471.85603,0,1,,,,
60000,0.1,60,24,28/02/2023,31,divorciado,0,17092.72269,11349.82641,0,0,40877.37307,0,1,434
34000,0.1,80,12,23/04/2023,23,union libre,0,26477.5531,15405.75025,4,0,40495.76357,1,52,583
45000,0.3,60,12,10/04/2023,60,divorciado,0,7148.104878,4330.288078,4,0,17842.34135,1,18,446
45000,0.3,120,6,16/02/2023,38,casado,0,22070.51007,15995.97906,1,1,92269.15722,1,27,691
60000,0.3,60,24,31/01/2023,35,union libre,0,54941.51168,18959.7857,0,0,77360.26507,1,26,750
34000,0.2,120,18,25/07/2022,50,casado,0,56637.63412,21749.34671,1,0,,,,
45000,0.1,120,24,14/08/2022,26,casado,0,40108.77709,17373.0162,2,0,74140.78226,1,25,705
22000,0.2,60,12,18/03/2023,30,divorciado,0,36617.77018,27367.67938,0,0,,,,
60000,0.3,60,24,06/11/2022,40,union libre,1,20561.24015,15882.99228,1,0,54762.0322,2,14,385
60000,0.4,120,18,02/07/2022,58,divorciado,1,26716.47855,15460.75497,0,0,,,,
15000,0.3,80,6,11/09/2022,56,union libre,0,26222.52474,21176.69191,1,1,92021.52053,4,29,493
22000,0.2,120,18,27/11/2022,47,divorciado,1,18636.86887,13130.82604,2,1,,,,
22000,0.4,80,12,13/05/2023,49,casado,1,25563.66351,16599.40443,1,0,108803.0977,3,61,461
45000,0.1,60,18,07/12/2022,53,soltero,1,5000,5000,1,1,76419.63562,1,35,591
45000,0.2,60,6,16/10/2022,42,divorciado,0,68430.66823,39213.62772,2,0,,,,
60000,0.4,60,24,11/07/2022,35,soltero,0,43735.76517,26471.2951,2,0,,,,
34000,0.2,80,12,27/08/2022,40,divorciado,0,17820.32757,5488.335708,0,0,79477.27372,1,4,448
60000,0.2,60,12,30/05/2023,27,casado,0,31613.47252,9687.911703,1,1,6449.488022,2,28,688
22000,0.1,80,24,02/10/2022,49,casado,1,15170.68658,10848.70219,3,1,59958.93823,1,41,440
15000,0.2,60,24,10/01/2023,34,divorciado,0,39542.68972,13314.35837,1,0,78693.15256,0,31,550
50000,0.1,60,12,08/06/2023,75,casado,1,18777.80293,17089.44776,2,0,63493.03254,4,37,448
22000,0.1,60,6,13/08/2022,49,divorciado,0,5000,5000,1,1,16404.37008,0,88,637
15000,0.4,80,6,28/01/2023,23,divorciado,1,16185.84186,8560.121474,0,1,,,,
22000,0.2,80,18,23/11/2022,38,divorciado,0,49897.33027,32677.85248,0,0,,,,
34000,0.4,120,18,09/08/2022,46,casado,0,26717.04318,21281.07795,1,0,23817.18592,0,21,750
15000,0.4,60,6,09/07/2022,60,soltero,0,26579.97424,11248.07062,1,0,21617.09399,3,28,588
15000,0.3,120,24,28/04/2023,32,soltero,1,40037.54834,23162.83676,3,0,,,,
60000,0.2,120,18,17/03/2023,32,soltero,1,27267.31535,22790.4035,1,1,,,,
15000,0.1,80,24,16/01/2023,61,divorciado,1,21477.69946,7926.526903,2,1,,,,
45000,0.4,60,12,28/07/2022,23,casado,0,5000,2008.770822,2,0,,,,
60000,0.4,80,18,13/09/2022,34,union libre,0,17953.97786,10062.83345,1,0,,,,
34000,0.3,60,6,09/12/2022,36,soltero,0,5000,2880.615062,2,0,60327.23923,0,23,707
34000,0.1,60,6,13/04/2023,39,divorciado,1,9006.260013,3090.647916,2,0,86491.08434,0,18,462
15000,0.4,120,12,30/11/2022,48,divorciado,0,31156.27236,15693.87434,1,0,97858.67546,3,21,578
50000,0.4,120,24,10/04/2023,31,union libre,0,30693.35841,17184.97746,0,0,70406.5844,0,3,519
60000,0.4,80,6,18/09/2022,36,casado,0,49131.14903,25129.98576,4,0,,,,
34000,0.2,80,24,28/12/2022,39,union libre,0,29508.73676,19189.47627,2,0,,,,
50000,0.3,120,6,11/11/2022,41,soltero,0,16828.07855,11538.70962,2,0,,,,
45000,0.4,80,12,03/06/2023,41,union libre,0,48043.75963,25469.47719,2,0,94072.26025,1,29,548
60000,0.4,120,12,13/06/2023,45,soltero,0,56267.14102,28855.47027,2,0,,,,
22000,0.2,120,12,23/03/2023,50,divorciado,0,43748.61373,28553.9255,1,0,,,,
34000,0.4,120,12,16/04/2023,50,union libre,1,23494.12491,16999.40896,4,1,92594.07949,0,31,666
50000,0.2,80,18,13/09/2022,45,divorciado,0,25379.5746,18659.56381,2,1,34950.64093,2,43,481
22000,0.3,60,12,10/07/2022,21,casado,0,12126.43401,6555.223732,3,1,,,,
22000,0.4,80,12,24/09/2022,40,divorciado,0,18148.2621,10656.00141,1,1,81667.39783,1,9,524
22000,0.2,80,24,22/01/2023,45,soltero,0,23274.74144,8481.376332,4,0,20648.67325,1,61,711
15000,0.4,80,12,20/08/2022,48,viudo,0,10135.83439,7277.515113,2,0,,,,
45000,0.3,60,12,03/11/2022,31,soltero,0,24976.06561,12766.41768,2,0,,,,
15000,0.1,80,6,09/07/2022,43,casado,1,18607.89178,16760.4935,0,1,33206.70796,1,35,648
45000,0.1,80,6,22/02/2023,33,casado,1,49115.85603,25281.96325,2,1,,,,
50000,0.2,80,24,14/09/2022,56,casado,0,5000,4528.530574,1,0,62432.95103,2,39,489
50000,0.1,120,24,11/02/2023,52,soltero,1,32586.23083,16299.79967,2,0,,,,
45000,0.3,80,12,31/12/2022,35,casado,0,9585.223078,3582.487646,1,0,88300.9429,5,11,482
22000,0.1,120,6,25/02/2023,50,casado,0,5000,2496.537698,0,1,44448.17238,2,18,636
15000,0.4,60,24,10/06/2023,41,union libre,0,22586.12204,10404.79334,1,1,92577.87757,2,89,553
15000,0.4,60,24,25/06/2023,38,soltero,0,30283.03762,12151.78623,1,0,,,,
22000,0.3,80,12,08/08/2022,37,union libre,0,49083.34439,17762.57755,2,0,,,,
34000,0.1,120,24,05/11/2022,61,divorciado,0,13828.29,13464.86493,1,1,71595.62157,0,48,366
34000,0.1,120,6,16/07/2022,43,casado,0,21922.60538,14851.03388,1,0,,,,
15000,0.1,60,6,25/11/2022,67,casado,0,19470.70051,8421.053683,2,0,81721.14341,3,15,430
34000,0.4,80,6,14/02/2023,29,divorciado,0,22237.33089,12177.05371,2,0,32784.32316,1,0,600
34000,0.3,60,24,21/12/2022,46,divorciado,0,5000,2660.177369,4,0,30666.02351,1,48,621
50000,0.2,60,18,13/01/2023,33,casado,0,17710.71816,8459.060252,1,0,,,,
60000,0.1,120,18,19/07/2022,41,casado,1,29970.396,15344.56694,2,1,47841.75179,2,53,485
15000,0.2,80,12,21/09/2022,39,casado,0,5000,1965.079357,0,0,,,,
15000,0.4,120,18,07/10/2022,49,casado,0,5285.147927,5285.147927,3,1,61416.5185,2,158,469
50000,0.1,80,24,28/09/2022,72,casado,0,25669.41878,18396.14924,2,0,,,,
15000,0.4,120,6,22/05/2023,37,soltero,0,40745.83707,20722.91326,2,0,26106.41891,0,18,750
34000,0.1,120,18,03/10/2022,26,union libre,0,31750.27938,20974.2545,0,0,,,,
34000,0.4,120,6,17/04/2023,43,divorciado,0,36326.34819,19949.19683,4,0,,,,
34000,0.2,120,18,10/06/2023,31,divorciado,0,11399.74485,7849.597173,4,0,,,,
34000,0.2,80,12,07/02/2023,43,casado,0,5000,5000,1,1,,,,
22000,0.1,80,6,21/07/2022,40,divorciado,0,22049.72855,9032.357575,1,0,55869.47091,4,137,601
34000,0.1,60,24,27/08/2022,49,divorciado,0,27859.86408,18203.87911,3,0,,,,
34000,0.4,120,18,09/07/2022,61,divorciado,0,29921.13708,18033.51453,1,1,111665.5457,0,20,530
22000,0.3,80,6,22/03/2023,45,union libre,1,5000,4440.349925,1,1,46625.52453,0,63,590
50000,0.4,80,6,16/03/2023,38,union libre,1,61331.98579,32849.5053,2,1,88752.498,3,47,709
15000,0.1,80,12,21/09/2022,38,casado,1,26621.67966,19477.18282,2,0,91011.96047,3,84,489
34000,0.1,80,18,29/01/2023,26,divorciado,0,18582.31371,5879.56069,1,0,,,,
45000,0.1,80,6,14/03/2023,43,union libre,0,17803.841,5704.821917,1,1,,,,
15000,0.3,60,18,13/04/2023,30,union libre,1,13863.73274,11515.42868,1,0,,,,
15000,0.2,120,18,18/05/2023,41,divorciado,1,14719.9184,14316.69289,3,0,,,,
15000,0.1,60,6,23/12/2022,28,casado,1,30198.43085,21568.73881,3,0,14647.34697,2,5,359
60000,0.3,120,12,07/01/2023,46,casado,0,39563.61632,20901.16943,2,0,,,,
22000,0.4,120,12,21/06/2023,61,divorciado,0,20082.17254,10640.00555,1,0,61202.04927,4,49,546
15000,0.3,120,24,06/03/2023,24,union libre,0,31595.0881,17914.47871,2,0,28314.84371,2,5,628
15000,0.1,80,6,08/02/2023,18,casado,0,24975.21185,10535.31918,1,0,57360.89282,3,20,547
60000,0.2,120,6,26/10/2022,38,divorciado,1,54700.78083,36471.81396,2,0,58274.54062,2,95,669
50000,0.4,120,18,25/01/2023,40,divorciado,0,5000,3573.636009,1,0,60773.9811,2,15,692
60000,0.2,80,24,04/03/2023,42,union libre,0,62177.38776,46857.62842,1,0,59134.95272,0,17,501
34000,0.2,80,24,17/07/2022,48,casado,1,6903.975651,6903.975651,1,1,,,,
22000,0.2,80,12,29/11/2022,37,divorciado,1,13717.42922,6958.690705,3,0,,,,
50000,0.3,120,6,16/02/2023,44,casado,0,25557.44758,18285.50069,4,0,54261.56699,3,27,591
22000,0.3,60,6,20/08/2022,52,union libre,0,33241.14339,22482.07858,0,1,,,,
34000,0.2,120,6,24/10/2022,18,soltero,0,24551.01882,18011.52621,1,0,31143.39699,1,2,666
34000,0.4,60,24,25/04/2023,40,divorciado,0,23634.29449,19458.1588,1,1,,,,
22000,0.3,120,24,11/10/2022,42,casado,0,23257.94495,17249.40958,1,1,24529.08437,1,121,637
45000,0.4,80,18,19/12/2022,37,casado,1,14453.14854,9273.410774,4,0,63527.2477,0,43,514
60000,0.3,60,6,12/05/2023,60,divorciado,1,16131.44019,10320.58553,1,0,,,,
60000,0.1,60,6,24/08/2022,42,casado,1,32947.03621,14629.87836,3,0,,,,
50000,0.4,120,6,06/07/2022,47,casado,0,21325.73151,17270.22112,2,1,75095.95834,0,31,466
22000,0.2,80,12,09/01/2023,54,casado,0,5212.974558,4669.92332,0,1,56866.70536,1,58,451
60000,0.1,80,18,19/01/2023,32,casado,1,23215.08551,7150.153726,2,0,67098.68015,2,39,546
60000,0.1,60,18,08/10/2022,18,divorciado,0,10142.26763,6081.612939,2,1,,,,
22000,0.3,60,18,22/07/2022,34,casado,0,70886.35103,26450.52624,2,0,34312.01147,1,57,530
50000,0.2,120,24,19/05/2023,52,casado,0,32746.57785,12155.71668,0,0,37994.20318,3,11,517
34000,0.2,80,24,06/03/2023,35,soltero,0,5000,1876.157529,0,1,69297.35956,2,13,580
34000,0.1,60,18,04/12/2022,38,union libre,0,5000,5000,2,0,105962.7741,0,51,526
50000,0.1,80,12,19/08/2022,51,soltero,0,11243.69072,4022.544222,1,0,,,,
34000,0.1,120,6,30/08/2022,45,divorciado,1,27652.73587,13776.18337,4,1,40320.21708,0,77,350
50000,0.4,80,18,14/07/2022,33,union libre,0,5000,2140.419965,1,0,,,,
60000,0.3,120,24,01/06/2023,54,casado,1,5000,4514.14556,0,1,,,,
45000,0.3,80,24,17/06/2023,49,soltero,0,26230.41132,11486.16291,2,1,,,,
22000,0.1,80,18,01/12/2022,80,casado,1,17729.28768,15113.75091,1,1,73984.80098,0,92,540
22000,0.4,120,6,03/09/2022,49,casado,0,21687.53594,13029.55236,1,0,28987.91857,2,3,478
45000,0.2,80,18,04/02/2023,53,soltero,0,23771.19663,18654.84649,0,0,,,,
50000,0.1,60,18,31/07/2022,33,soltero,0,8473.508075,3048.895642,0,1,65899.14316,0,16,750
50000,0.4,80,6,01/07/2022,40,casado,1,31356.11945,25304.31487,0,0,107453.6751,1,102,511
45000,0.4,60,12,22/08/2022,40,casado,0,5000,2477.9744,1,0,24369.37108,2,47,442
60000,0.3,80,6,31/05/2023,41,casado,0,27532.14548,13587.61334,2,0,,,,
60000,0.2,80,18,13/10/2022,27,casado,1,56707.39208,26902.29539,0,1,,,,
60000,0.2,120,12,13/02/2023,37,soltero,0,24509.18537,8881.350997,2,1,90001.61503,1,20,542
15000,0.4,120,6,29/04/2023,44,union libre,0,9014.497148,4861.09029,3,1,,,,
22000,0.1,80,6,27/06/2023,44,union libre,0,28250.05004,19596.74853,2,0,77276.07824,0,26,281
60000,0.1,120,18,17/01/2023,46,casado,1,25376.96048,18720.99494,2,0,,,,
50000,0.1,120,12,29/12/2022,43,soltero,0,32767.00378,25605.10761,0,1,62717.16597,2,12,427
34000,0.4,80,24,09/05/2023,33,divorciado,0,32524.45546,22527.94187,0,0,88155.53634,1,20,750
15000,0.3,120,18,25/09/2022,40,casado,0,26556.34403,18756.42206,1,0,66944.82002,4,61,469
15000,0.4,60,6,11/02/2023,32,casado,0,17035.48485,12091.51004,2,0,83560.66184,2,55,372
50000,0.1,60,24,01/07/2022,61,soltero,0,17463.34178,12878.3174,2,1,66342.19979,3,54,430
60000,0.4,120,6,16/04/2023,40,casado,0,17842.73109,11950.29054,4,0,11602.94694,1,46,712
15000,0.4,60,24,10/07/2022,37,soltero,0,20149.852,7669.619789,2,1,,,,
45000,0.1,120,6,27/07/2022,28,soltero,0,34298.28377,21994.64038,1,0,,,,
45000,0.4,60,6,02/03/2023,77,soltero,1,5000,5000,2,0,74737.65789,1,12,583
50000,0.1,120,18,31/12/2022,41,soltero,0,5000,5000,0,1,25733.68249,2,76,500
22000,0.4,80,6,13/06/2023,34,soltero,1,30754.61063,23040.63284,3,0,78396.56741,4,8,693
50000,0.3,60,12,01/10/2022,44,divorciado,1,48072.67812,30107.21041,1,0,,,,
50000,0.4,60,18,02/03/2023,47,union libre,1,16733.05539,12873.77935,0,0,58154.36348,0,4,505
15000,0.3,60,18,21/03/2023,61,union libre,0,25656.37342,20777.86398,0,0,37982.90312,2,57,492
45000,0.2,60,12,05/09/2022,61,divorciado,0,26873.14926,9793.93606,4,0,21716.95712,1,23,666
50000,0.4,80,6,07/02/2023,46,union libre,1,37553.81386,11484.93106,2,0,36748.17346,2,13,671
50000,0.2,120,6,25/05/2023,27,divorciado,0,30891.80467,15205.12248,0,0,,,,
60000,0.4,120,24,22/01/2023,36,soltero,0,30405.7396,22277.22102,0,0,27595.27323,2,5,584
34000,0.2,120,18,03/10/2022,43,casado,0,68288.29355,28343.94374,1,0,,,,
22000,0.2,120,18,27/09/2022,64,union libre,0,73946.75274,47747.41536,0,0,88813.2108,0,9,479
22000,0.4,80,18,27/06/2023,23,casado,0,26054.75842,14017.3997,0,0,46698.41861,4,28,561
34000,0.2,60,12,08/07/2022,62,soltero,0,5000,5000,2,1,79683.35069,2,93,447
50000,0.3,120,12,26/04/2023,42,casado,0,33630.65841,12863.33806,2,1,89148.94255,2,1,601
60000,0.2,120,24,25/06/2023,50,divorciado,0,39059.94974,16387.4269,4,0,76786.7104,3,14,736
34000,0.2,80,6,02/09/2022,38,soltero,1,49810.49176,20983.27907,0,0,80667.97767,0,4,629
60000,0.3,80,18,27/09/2022,29,soltero,0,5000,2871.164534,3,0,50608.88105,1,71,750
22000,0.3,60,12,14/03/2023,49,soltero,0,23840.3617,10604.48443,1,1,70297.49079,2,13,553
22000,0.1,120,12,01/03/2023,47,union libre,1,22379.86842,15797.08047,1,0,96557.82593,0,7,573
60000,0.4,120,6,30/10/2022,51,casado,0,17894.91309,8471.40013,0,0,89529.9613,2,33,673
45000,0.1,80,18,29/06/2023,39,union libre,0,7547.048231,4757.852216,4,0,,,,
50000,0.4,120,24,03/01/2023,44,divorciado,1,11939.81148,11939.81148,4,0,24780.39445,3,84,595
60000,0.2,80,12,18/08/2022,27,casado,1,25220.19533,18842.42596,3,0,104150.6384,1,77,616
34000,0.4,120,12,02/10/2022,49,union libre,0,11331.58532,4771.467244,0,0,,,,
50000,0.2,60,24,08/08/2022,45,union libre,0,31316.56981,22398.49813,3,0,39271.9818,2,2,481
45000,0.1,60,18,11/05/2023,28,soltero,0,36297.38069,11116.84453,2,0,,,,
22000,0.3,80,18,09/12/2022,39,casado,1,42808.49551,21849.53361,0,1,32713.26662,2,102,478
34000,0.4,60,12,20/03/2023,34,divorciado,0,39527.66936,19516.59877,0,0,,,,
15000,0.3,120,6,30/08/2022,22,union libre,0,28719.67979,11430.12901,2,0,,,,
15000,0.4,60,6,25/07/2022,30,casado,1,34671.65811,20872.65183,3,0,,,,
15000,0.3,120,24,09/02/2023,26,divorciado,0,41441.11735,23994.41973,3,1,21291.65193,1,13,682
22000,0.2,120,6,01/09/2022,35,soltero,0,31812.4157,16009.54362,1,0,,,,
60000,0.3,120,18,13/09/2022,31,casado,0,41801.14612,18693.04297,1,0,,,,
15000,0.4,120,24,20/11/2022,20,casado,0,25013.37052,12930.75248,2,1,66164.51182,1,7,608
15000,0.1,80,18,26/12/2022,75,divorciado,1,37817.59813,17985.5644,2,1,92089.07466,0,34,288
22000,0.4,60,24,07/12/2022,64,union libre,0,15588.51016,8220.098301,0,0,88910.12837,0,53,506
34000,0.3,80,18,01/06/2023,30,casado,0,19713.56254,9376.461622,2,1,,,,
15000,0.1,80,12,24/11/2022,43,soltero,0,22977.89572,13813.57081,1,0,70031.28204,1,1,739
45000,0.4,60,12,03/06/2023,45,divorciado,0,15443.53855,9639.786159,1,1,70034.39743,0,4,669
45000,0.4,80,6,24/07/2022,54,casado,0,41317.08777,18537.88571,0,0,10900.61631,4,0,634
15000,0.3,120,12,02/06/2023,30,casado,0,6412.639136,4961.452604,1,0,45576.51558,1,16,497
60000,0.1,60,6,26/12/2022,53,casado,0,23498.62913,10127.43014,0,1,12471.48094,2,1,506
60000,0.2,80,6,10/08/2022,33,soltero,0,34866.18991,22874.52367,4,0,,,,
50000,0.4,80,6,04/11/2022,23,divorciado,1,30181.55641,10284.06439,2,0,51526.33287,1,37,491
